SYSCO CORP,,14,3,21%,Consumer Defensive,Texas,HOUSTON
SYSTEMAX INC,,7,1,14%,Consumer Cyclical,New York,PORT WASHINGTON
T-Mobile US Inc.,,11,1,9%,,,BELLEVUE
Tableau Software Inc,,9,1,11%,,,SEATTLE
TAHOE RESOURCES INC.,,10,1,10%,,,RENO
TAILORED BRANDS INC,,9,2,22%,Consumer Cyclical,Texas,HOUSTON
TAKE TWO INTERACTIVE SOFTWARE INC,,6,1,17%,Technology,New York,NEW YORK
TANGER FACTORY OUTLET CENTERS INC,,8,1,13%,,,GREENSBORO
Tapestry Inc.,,9,3,33%,Consumer Cyclical,New York,NEW YORK
Targa Resources Corp.,,10,1,10%,Energy,Texas,HOUSTON
TARGET CORP,,12,4,33%,Consumer Defensive,Minnesota,MINNEAPOLIS
TAUBMAN CENTERS INC,,9,1,11%,Real Estate,Michigan,BLOOMFIELD HILLS
Taylor Morrison Home Corp,,11,2,18%,Consumer Cyclical,Arizona,SCOTTSDALE
TCF FINANCIAL CORP,,14,2,14%,Financial Services,Minnesota,WAYZATA
TCP Capital Corporation,,7,0,0%,Financial Services,California,Santa Monica
TD AMERITRADE HOLDING CORP,,12,3,25%,Financial Services,Nebraska,OMAHA
Team Health Holdings Inc.,,11,2,18%,Industrials,Tennessee,Knoxville
TEAM INC,,8,1,13%,,,SUGAR LAND
TearLab Corporation,,9,1,11%,Healthcare,California,San Diego
TECH DATA CORP,,9,3,33%,Technology,Florida,CLEARWATER
TechTarget Inc,,6,0,0%,,,NEWTON
TEEKAY CORP,,9,1,11%,Industrials,,HAMILTON
TEEKAY TANKERS LTD.,,6,0,0%,,,HAMILTON
Tegna Inc.,,11,6,55%,Consumer Cyclical,Virginia,MCLEAN
TEJON RANCH CO,,9,0,0%,Real Estate,California,LEBEC
Teladoc Inc.,,10,1,10%,,,PURCHASE
TELEDYNE TECHNOLOGIES INC,,10,2,20%,Technology,California,THOUSAND OAKS
TELEFLEX INC,,9,2,22%,Healthcare,Pennsylvania,WAYNE
TeleNav Inc.,,6,0,0%,,,SANTA CLARA
TELEPHONE & DATA SYSTEMS INC /DE/,,12,3,25%,Communication Services,Illinois,CHICAGO
TELETECH HOLDINGS INC,,7,1,14%,,,ENGLEWOOD
Teligent Inc.,,6,1,17%,,,BUENA
TELLURIAN INC. /DE/,,3,0,0%,,,DENVER
TEMPUR SEALY INTERNATIONAL INC.,,7,1,14%,Consumer Cyclical,Kentucky,LEXINGTON
TENET HEALTHCARE CORP,,12,3,25%,Healthcare,Texas,DALLAS
TENNANT CO,,8,2,25%,,,MINNEAPOLIS
TENNECO INC,,10,1,10%,Consumer Cyclical,Illinois,LAKE FOREST
TERADATA CORP /DE/,,11,2,18%,Technology,Ohio,DAYTON
TERADYNE INC,,8,1,13%,Technology,Massachusetts,NORTH READING
TEREX CORP,,10,1,10%,Industrials,Connecticut,WESTPORT
TERRAFORM GLOBAL INC.,,10,0,0%,,,BETHESDA
Terravia Holdings Inc.,,6,1,17%,Basic Materials,California,South San Francisco
Terreno Realty Corp,,6,0,0%,Real Estate,California,SAN FRANCISCO
Territorial Bancorp Inc.,,6,0,0%,,,HONOLULU
TESARO Inc.,,10,3,30%,,,WALTHAM
TESCO CORP,,7,1,14%,,,HOUSTON
Tesla Inc.,,7,1,14%,Consumer Cyclical,California,PALO ALTO
TESORO CORP /NEW/,,10,2,20%,Energy,Texas,SAN ANTONIO
Tessco Technologies Inc.,,7,0,0%,Technology,Maryland,Hunty Valley
TETRA TECH INC,,9,3,33%,Industrials,California,PASADENA
TETRA TECHNOLOGIES INC,,9,0,0%,,,THE WOODLANDS
TETRAPHASE PHARMACEUTICALS INC,,7,2,29%,,,WATERTOWN
TEXAS CAPITAL BANCSHARES INC/TX,,12,2,17%,,,DALLAS
TEXAS INSTRUMENTS INC,,12,4,33%,Technology,Texas,DALLAS
Texas Roadhouse Inc.,,6,1,17%,,,LOUISVILLE
TEXTAINER GROUP HOLDINGS LTD,,8,0,0%,,,HAMILTON
TEXTRON INC,,11,2,18%,Industrials,Rhode Island,PROVIDENCE
TFS Financial CORP,,9,1,11%,Financial Services,Ohio,CLEVELAND
TG THERAPEUTICS INC.,,7,0,0%,,,NEW YORK
The Aerospace Corporation,,15,6,40%,Technology,California,El Segundo
The Guardian Life Insurance Company of America,,11,3,27%,Financial Services,New York,New York
The Hain Celestial Group Inc.,,8,1,13%,Consumer Defensive,New York,Lake Success
The L.S. Starrett Company,,7,0,0%,Industrials,Massachusetts,Athol
The Mexico Fund Inc.,,7,0,0%,Financial Services,District of Columbia,Washington
The Whitewave Foods Company,,7,2,29%,Consumer Defensive,Colorado,Denver
TherapeuticsMD Inc.,,10,0,0%,,,BOCA RATON
Theravance Biopharma Inc.,,11,2,18%,,,GEORGE TOWN
THERMO FISHER SCIENTIFIC INC.,,12,2,17%,Healthcare,Massachusetts,WALTHAM
Thermon Group Holdings Inc.,,8,0,0%,,,SAN MARCOS
Third Point Reinsurance Ltd.,,7,1,14%,,,PEMBROKE
Thomson Reuters Corporation,,13,2,15%,Consumer Cyclical,New York,New York
THOR INDUSTRIES INC,,8,0,0%,Consumer Cyclical,Indiana,ELKHART
Threshold Pharmaceuticals,,7,0,0%,Healthcare,California,South San Francisco
Thrivent Financial for Lutherans,,14,4,29%,Financial Services,Wisconsin,Appleton
TIAA,,28,9,32%,Financial Services,New York,New York
Tidewater Inc.,,11,1,9%,Energy,Louisiana,New Orleans
TIER REIT INC,,6,0,0%,,,DALLAS
TIFFANY & CO,,11,2,18%,Consumer Cyclical,New York,NEW YORK
TILE SHOP HOLDINGS INC.,,7,0,0%,,,PLYMOUTH
TILLY'S INC.,,6,1,17%,,,IRVINE
TIMBERLAND BANCORP INC,,7,1,14%,,,HOQUIAM
Time Inc.,,10,2,20%,Consumer Cyclical,New York,NEW YORK
TIME WARNER INC.,,9,2,22%,Consumer Cyclical,New York,NEW YORK
TIMKEN CO,,11,2,18%,Industrials,Ohio,NORTH CANTON
TimkenSteel Corp,,10,1,10%,,,CANTON
TIPTREE INC.,,6,1,17%,,,NEW YORK
TITAN INTERNATIONAL INC,,7,0,0%,Industrials,Illinois,QUINCY
Titan Machinery Inc.,,7,1,14%,Industrials,North Dakota,WEST FARGO
TIVITY HEALTH INC.,,9,1,11%,,,FRANKLIN
TiVo Corp,,8,0,0%,Communication Services,California,SAN CARLOS
TJX COMPANIES INC /DE/,,11,4,36%,Consumer Cyclical,Massachusetts,FRAMINGHAM
Tocagen Inc,,8,1,13%,,,SAN DIEGO
TOLL BROTHERS INC,,9,1,11%,Consumer Cyclical,Pennsylvania,HORSHAM
TOMPKINS FINANCIAL CORP,,12,2,17%,Financial Services,New York,ITHACA
TOOTSIE ROLL INDUSTRIES INC,,4,3,75%,,,CHICAGO
TopBuild Corp,,7,1,14%,,,DAYTONA BEACH
Tops Holding II Corporation,,5,1,20%,Consumer Defensive,New York,Williamsville
TORCHMARK CORP,,12,2,17%,Financial Services,Texas,MCKINNEY
TORO CO,,11,2,18%,Industrials,Minnesota,BLOOMINGTON
TOTAL SYSTEM SERVICES INC,,11,2,18%,Financial Services,Georgia,COLUMBUS
Tower International Inc.,,8,1,13%,Consumer Cyclical,Michigan,LIVONIA
TowneBank,,33,4,12%,Financial Services,Virginia,PORTSMOUTH
Townsquare Media Inc.,,6,0,0%,,,GREENWICH
Toys R Us Inc.,,8,1,13%,Consumer Cyclical,New Jersey,Wayne
TRACTOR SUPPLY CO /DE/,,8,2,25%,Consumer Cyclical,Tennessee,BRENTWOOD
TransDigm Group INC,,9,0,0%,Industrials,Ohio,CLEVELAND
Transocean Ltd.,,11,1,9%,,,VERNIER
TransUnion,,9,1,11%,,,CHICAGO
TravelCenters of America LLC,,5,2,40%,Consumer Cyclical,Ohio,Westlake
TRAVELERS COMPANIES INC.,,12,3,25%,Financial Services,New York,NEW YORK
Travelport Worldwide LTD,,8,1,13%,,,LANGLEY
Travelzoo Inc.,,7,3,43%,Technology,New York,New York
Trecora Resources,,7,2,29%,,,SUGAR LAND
TREDEGAR CORP,,8,0,0%,Consumer Cyclical,Virginia,RICHMOND
TreeHouse Foods Inc.,,9,2,22%,Consumer Defensive,Illinois,OAK BROOK
TREVENA INC,,8,4,50%,,,KING OF PRUSSIA
TREX CO INC,,8,1,13%,Basic Materials,Virginia,WINCHESTER
TRI Pointe Group Inc.,,6,1,17%,Consumer Cyclical,California,IRVINE
TRIBUNE MEDIA CO,,6,1,17%,Consumer Cyclical,Illinois,CHICAGO
TRICO BANCSHARES /,,11,1,9%,,,CHICO
TRIMAS CORP,,8,1,13%,,,BLOOMFIELD HILLS
TRIMBLE INC.,,8,2,25%,Technology,California,SUNNYVALE
TRINET GROUP INC,,9,1,11%,Industrials,California,SAN LEANDRO
TRINITY INDUSTRIES INC,,11,1,9%,Industrials,Texas,DALLAS
Trinity Place Holdings Inc.,,6,2,33%,,,NEW YORK
Trinseo S.A.,,10,1,10%,,,BERWYN
TripAdvisor Inc.,,8,1,13%,Technology,Massachusetts,NEEDHAM
TRIPLE-S MANAGEMENT CORP,,9,1,11%,Financial Services,,SAN JUAN
TriState Capital Holdings Inc.,,12,2,17%,,,PITTSBURGH
TRITON INTERNATIONAL LTD,,9,0,0%,,,HAMILTON
Triumph Bancorp Inc.,,12,1,8%,,,DALLAS
TRIUMPH GROUP INC,,8,1,13%,Industrials,Pennsylvania,BERWYN
tronc Inc.,,7,1,14%,,,CHICAGO
Tronox Ltd,,9,0,0%,,,STAMFORD
True Value Company,,11,2,18%,Industrials,Illinois,Chicago
TrueBlue Inc.,,9,3,33%,Industrials,Washington,TACOMA
TrueCar Inc.,,9,1,11%,,,SANTA MONICA
TRUPANION INC.,,9,1,11%,,,SEATTLE
TRUSTCO BANK CORP N Y,,7,0,0%,,,GLENVILLE
TRUSTMARK CORP,,14,2,14%,,,JACKSON
TTM TECHNOLOGIES INC,,10,1,10%,Technology,California,COSTA MESA
TUPPERWARE BRANDS CORP,,11,5,45%,Consumer Cyclical,Florida,ORLANDO
Turning Point Brands Inc.,,7,0,0%,,,LOUISVILLE
TUTOR PERINI Corp,,12,1,8%,Industrials,California,SYLMAR
TWENTY-FIRST CENTURY FOX INC.,,13,1,8%,Consumer Cyclical,New York,NEW YORK
TWIN DISC INC,,8,1,13%,,,RACINE
TWITTER INC.,,9,3,33%,Technology,California,SAN FRANCISCO
Two Harbors Investment Corp.,,9,2,22%,,,NEW YORK
TYLER TECHNOLOGIES INC,,9,1,11%,,,PLANO
TYSON FOODS INC,,11,3,27%,Consumer Defensive,Arkansas,SPRINGDALE
U S PHYSICAL THERAPY INC /NV,,9,0,0%,,,HOUSTON
U.S. SILICA HOLDINGS INC.,,5,0,0%,Basic Materials,Maryland,FREDERICK
Ubiquiti Networks Inc.,,4,0,0%,Technology,California,SAN JOSE
UCP Inc.,,6,1,17%,,,SAN JOSE
UDR Inc.,,10,3,30%,Real Estate,Colorado,HIGHLANDS RANCH
UFP TECHNOLOGIES INC,,7,2,29%,,,NEWBURYPORT
UGI CORP /PA/,,8,2,25%,Utilities,Pennsylvania,KING OF PRUSSIA
Ulta Beauty Inc.,,11,5,45%,Consumer Cyclical,Illinois,BOLINGBROOK
ULTIMATE SOFTWARE GROUP INC,,7,0,0%,Technology,Florida,WESTON
ULTRA CLEAN HOLDINGS INC,,8,2,25%,,,HAYWARD
Ultra Petroleum Corporation,,5,0,0%,Energy,Texas,Houston
Ultragenyx Pharmaceutical Inc.,,8,1,13%,,,NOVATO
Ultratech Inc.,,7,0,0%,Technology,California,San Jose
UMB FINANCIAL CORP,,12,1,8%,,,KANSAS CITY
UMH PROPERTIES INC.,,10,1,10%,,,FREEHOLD
UMPQUA HOLDINGS CORP,,11,3,27%,,,PORTLAND
Under Armour Inc.,,10,2,20%,Consumer Cyclical,Maryland,BALTIMORE
UNIFI INC,,8,1,13%,,,GREENSBORO
UNIFIRST CORP,,7,2,29%,Consumer Cyclical,Massachusetts,WILMINGTON
Union Bankshares Corp,,18,3,17%,Financial Services,Virginia,RICHMOND
UNION BANKSHARES INC,,9,1,11%,,,MORRISVILLE
UNION PACIFIC CORP,,11,2,18%,Industrials,Nebraska,OMAHA
UNISYS CORP,,9,2,22%,Technology,Pennsylvania,BLUE BELL
UNIT CORP,,9,1,11%,Energy,Oklahoma,TULSA
UNITED BANKSHARES INC/WV,,11,1,9%,,,CHARLESTON
UNITED COMMUNITY BANKS INC,,10,1,10%,,,BLAIRSVILLE
UNITED COMMUNITY FINANCIAL CORP,,10,1,10%,,,YOUNGSTOWN
United Continental Holdings Inc.,,15,2,13%,Industrials,Illinois,CHICAGO
United Financial Bancorp Inc.,,9,3,33%,,,GLASTONBURY
UNITED FIRE GROUP INC,,12,4,33%,,,CEDAR RAPIDS
UNITED INSURANCE HOLDINGS CORP.,,7,0,0%,Financial Services,Florida,ST. PETERSBURG
UNITED NATURAL FOODS INC,,8,3,38%,Consumer Defensive,Rhode Island,PROVIDENCE
UNITED PARCEL SERVICE INC,,12,3,25%,Industrials,Georgia,ATLANTA
UNITED RENTALS INC /DE,,9,2,22%,Industrials,Connecticut,STAMFORD
UNITED SECURITY BANCSHARES,,10,1,10%,,,FRESNO
United Services Automobile Association,,15,4,27%,Financial Services,Texas,San Antonio
UNITED STATES CELLULAR CORP,,13,1,8%,Communication Services,Illinois,CHICAGO
UNITED STATES LIME & MINERALS INC,,5,0,0%,,,DALLAS
UNITED STATES STEEL CORP,,12,3,25%,Basic Materials,Pennsylvania,PITTSBURGH
UNITED TECHNOLOGIES CORP /DE/,,12,3,25%,Industrials,Connecticut,FARMINGTON
UNITED THERAPEUTICS Corp,,10,3,30%,Healthcare,Maryland,SILVER SPRING
UNITEDHEALTH GROUP INC,,9,2,22%,Healthcare,Minnesota,MINNETONKA
Uniti Group Inc.,,6,1,17%,,,LITTLE ROCK
UNITIL CORP,,11,2,18%,,,HAMPTON
UNITY BANCORP INC /NJ/,,11,1,9%,,,CLINTON
Univar Inc.,,11,1,9%,Basic Materials,Illinois,DOWNERS GROVE
Universal American Corporation,,6,1,17%,Healthcare,New York,White Plains
UNIVERSAL CORP /VA/,,8,1,13%,Consumer Defensive,Virginia,RICHMOND
UNIVERSAL DISPLAY CORP \PA\,,8,2,25%,,,EWING
UNIVERSAL ELECTRONICS INC,,7,0,0%,Technology,California,SANTA ANA
UNIVERSAL FOREST PRODUCTS INC,,9,1,11%,Basic Materials,Michigan,GRAND RAPIDS
UNIVERSAL HEALTH REALTY INCOME TRUST,,6,0,0%,,,KING OF PRUSSIA
UNIVERSAL HEALTH SERVICES INC,,7,1,14%,Healthcare,Pennsylvania,KING OF PRUSSIA
UNIVERSAL INSURANCE HOLDINGS INC.,,10,1,10%,Financial Services,Florida,FORT LAUDERDALE
UNIVERSAL LOGISTICS HOLDINGS INC.,,11,0,0%,,,WARREN
Universal Security Instruments Inc.,,4,0,0%,Technology,Maryland,Owings Mills
UNIVEST CORP OF PENNSYLVANIA,,15,1,7%,,,SOUDERTON
Univision Communications Inc.,,18,1,6%,Consumer Cyclical,New York,New York
Unum Group,,11,3,27%,Financial Services,Tennessee,CHATTANOOGA
UPLAND SOFTWARE INC.,,5,0,0%,,,AUSTIN
URANIUM ENERGY CORP,,6,0,0%,,,CORPUS CHRISTI
Urban Edge Properties,,7,1,14%,,,NEW YORK
URBAN OUTFITTERS INC,,9,2,22%,Consumer Cyclical,Pennsylvania,PHILADELPHIA
URSTADT BIDDLE PROPERTIES INC,,10,1,10%,,,GREENWICH
US BANCORP \DE\,,15,4,27%,Financial Services,Minnesota,MINNEAPOLIS
US CONCRETE INC,,7,0,0%,,,EULESS
US ECOLOGY INC.,,6,1,17%,,,BOISE
US Foods Holding Corp.,,11,0,0%,Consumer Defensive,Illinois,ROSEMONT
USA TECHNOLOGIES INC,,7,0,0%,,,MALVERN
USANA HEALTH SCIENCES INC,,7,0,0%,,,SALT LAKE CITY
USG CORP,,9,2,22%,Basic Materials,Illinois,CHICAGO
UTAH MEDICAL PRODUCTS INC,,5,1,20%,,,MIDVALE
V F CORP,,13,3,23%,Consumer Cyclical,North Carolina,GREENSBORO
VAIL RESORTS INC,,9,3,33%,,,BROOMFIELD
VALERO ENERGY CORP/TX,,11,4,36%,Energy,Texas,SAN ANTONIO
VALHI INC /DE/,,6,3,50%,Basic Materials,Texas,DALLAS
VALIDUS HOLDINGS LTD,,11,3,27%,Financial Services,,PEMBROKE
VALLEY NATIONAL BANCORP,,12,2,17%,,,WAYNE
VALMONT INDUSTRIES INC,,9,1,11%,Industrials,Nebraska,OMAHA
Valspar Corporation,,11,2,18%,Basic Materials,Minnesota,Minneapolis
VALUE LINE INC,,6,1,17%,,,NEW YORK
VALVOLINE INC,,8,1,13%,,,LEXINGTON
Vanda Pharmaceuticals Inc.,,6,0,0%,Healthcare,Washington,WASHINGTON
Vantiv Inc.,,11,1,9%,Industrials,Ohio,CINCINNATI
VARIAN MEDICAL SYSTEMS INC,,10,3,30%,Healthcare,California,PALO ALTO
VARONIS SYSTEMS INC,,9,2,22%,,,NEW YORK
VASCO DATA SECURITY INTERNATIONAL INC,,5,1,20%,,,OAKBROOK TERRACE
VBI VACCINES INC/BC,,7,0,0%,,,CAMBRIDGE
VCA INC,,5,0,0%,Healthcare,California,LOS ANGELES
VECTOR GROUP LTD,,7,1,14%,Consumer Defensive,Florida,MIAMI
VECTREN CORP,,10,2,20%,Utilities,Indiana,EVANSVILLE
Vectrus Inc.,,9,1,11%,,,COLORADO SPRINGS
VEECO INSTRUMENTS INC,,7,1,14%,,,PLAINVIEW
VEEVA SYSTEMS INC,,6,0,0%,,,PLEASANTON
VENTAS INC,,10,3,30%,Real Estate,Illinois,CHICAGO
Vera Bradley Inc.,,11,4,36%,,,ROANOKE
VERACYTE INC.,,9,3,33%,,,SOUTH SAN FRANCISCO
VEREIT Inc.,,8,2,25%,,,PHOENIX
VERIFONE SYSTEMS INC.,,8,2,25%,Industrials,California,SAN JOSE
VERINT SYSTEMS INC,,8,1,13%,,,MELVILLE
VERISIGN INC/CA,,7,2,29%,Technology,Virginia,RESTON
Verisk Analytics Inc.,,13,3,23%,Industrials,New Jersey,JERSEY CITY
Veritex Holdings Inc.,,12,1,8%,,,DALLAS
Veritiv Corp,,8,3,38%,Industrials,Georgia,ATLANTA
Veritone Inc.,,8,0,0%,,,NEWPORT BEACH
VERIZON COMMUNICATIONS INC,,12,4,33%,Communication Services,New York,NEW YORK CITY
Versar Inc.,,8,1,13%,Industrials,Virginia,Springfield
Versartis Inc.,,8,0,0%,,,MENLO PARK
Verso Corporation,,5,0,0%,Basic Materials,Tennessee,Memphis
Versum Materials Inc.,,7,1,14%,,,ALLENTOWN
VERTEX PHARMACEUTICALS INC / MA,,9,3,33%,Healthcare,Massachusetts,BOSTON
Viacom Inc.,,10,5,50%,Consumer Cyclical,New York,NEW YORK
VIAD CORP,,7,1,14%,,,PHOENIX
VIASAT INC,,9,1,11%,Technology,California,CARLSBAD
VIAVI SOLUTIONS INC.,,8,1,13%,,,MILPITAS
Vical Incorporated,,7,0,0%,Healthcare,California,San Diego
VICOR CORP,,9,0,0%,Technology,Massachusetts,ANDOVER
ViewRay Inc.,,9,0,0%,,,OAKWOOD VILLAGE
Village Bank and Trust Financial Corporation,,13,0,0%,Financial Services,Virginia,Midlothian
VILLAGE SUPER MARKET INC,,11,0,0%,,,SPRINGFIELD
VirnetX Holding Corp,,5,0,0%,,,ZEPHYR COVE
Virtu Financial Inc.,,8,0,0%,,,NEW YORK
VIRTUS INVESTMENT PARTNERS INC.,,8,3,38%,,,HARTFORD
VIRTUSA CORP,,8,0,0%,Technology,Massachusetts,WESTBOROUGH
VISA INC.,,9,2,22%,Financial Services,California,SAN FRANCISCO
VISHAY INTERTECHNOLOGY INC,,10,1,10%,Technology,Pennsylvania,MALVERN
Vishay Precision Group Inc.,,6,1,17%,,,MALVERN
Vista Outdoor Inc.,,7,1,14%,Consumer Cyclical,Utah,FARMINGTON
VISTEON CORP,,10,2,20%,Consumer Cyclical,Mississippi,VAN BUREN TOWNSHIP
Vitamin Shoppe Inc.,,10,2,20%,,,SECAUCUS
VIVEVE MEDICAL INC.,,6,4,67%,,,SUNNYVALE
Vivint Solar Inc.,,8,0,0%,,,LEHI
VMWARE INC.,,9,1,11%,Technology,California,PALO ALTO
VOCERA COMMUNICATIONS INC.,,9,2,22%,Technology,California,SAN JOSE
Volt Information Sciences Inc.,,7,1,14%,Industrials,New York,New York
VONAGE HOLDINGS CORP,,9,1,11%,Communication Services,New Jersey,HOLMDEL
VORNADO REALTY TRUST,,10,2,20%,Real Estate,New York,NEW YORK
VOXX International Corp,,8,1,13%,,,ORLANDO
Voya Financial Inc.,,10,4,40%,Financial Services,New York,NEW YORK
Voyager Therapeutics Inc.,,8,1,13%,,,CAMBRIDGE
VSE CORP,,9,1,11%,Industrials,Virginia,ALEXANDRIA
vTv Therapeutics Inc.,,7,0,0%,,,HIGH POINT
Vulcan Materials CO,,9,2,22%,Basic Materials,Alabama,BIRMINGHAM
VWR Corp,,9,1,11%,Healthcare,Pennsylvania,RADNOR
W R GRACE & CO,,8,2,25%,Basic Materials,Maryland,COLUMBIA
W&T OFFSHORE INC,,5,1,20%,,,HOUSTON
W. P. Carey Inc.,,9,1,11%,,,NEW YORK
WABASH NATIONAL CORP /DE,,7,1,14%,Industrials,Indiana,LAFAYETTE
WABCO Holdings Inc.,,9,1,11%,Consumer Cyclical,Michigan,BRUSSELS
WADDELL & REED FINANCIAL INC,,9,1,11%,Financial Services,Kansas,OVERLAND PARK
WAGEWORKS INC.,,7,1,14%,Industrials,California,SAN MATEO
WAL MART STORES INC,,11,2,18%,Consumer Defensive,Arkansas,BENTONVILLE
Walgreens Boots Alliance Inc.,,11,3,27%,Consumer Defensive,Illinois,DEERFIELD
Walker & Dunlop Inc.,,8,1,13%,Financial Services,Maryland,BETHESDA
WALT DISNEY CO/,,11,3,27%,Consumer Cyclical,California,BURBANK
Walter Investment Management,,11,1,9%,Financial Services,Florida,Tampa
Warner Music Group,,11,0,0%,Consumer Cyclical,New York,New York
WARRIOR MET COAL INC.,,9,0,0%,,,BROOKWOOD
WASHINGTON FEDERAL INC,,8,3,38%,,,SEATTLE
WASHINGTON PRIME GROUP INC.,,7,2,29%,,,COLUMBUS
WASHINGTON REAL ESTATE INVESTMENT TRUST,,8,1,13%,Real Estate,District of Columbia,WASHINGTON
WASHINGTON TRUST BANCORP INC,,12,2,17%,,,WESTERLY
WashingtonFirst Bankshares Inc.,,21,3,14%,,,RESTON
Waste Connections Inc.,,5,0,0%,Industrials,Texas,The Woodlands
WASTE MANAGEMENT INC,,9,2,22%,Industrials,Texas,HOUSTON
WATERS CORP /DE/,,9,2,22%,Healthcare,Massachusetts,MILFORD
Waterstone Financial Inc.,,7,2,29%,,,WAUWATOSA
WATSCO INC,,9,1,11%,Technology,Florida,MIAMI
WATTS WATER TECHNOLOGIES INC,,9,1,11%,Industrials,Massachusetts,NORTH ANDOVER
WAVE LIFE SCIENCES LTD.,,7,0,0%,,,CAMBRIDGE
Wayfair Inc.,,9,1,11%,Consumer Cyclical,Massachusetts,BOSTON
WCI Communities,,7,1,14%,Consumer Cyclical,Florida,Bonita Springs
WD 40 CO,,10,2,20%,Basic Materials,California,SAN DIEGO
Weatherford International plc,,9,0,0%,,,BAAR
WEB.COM GROUP INC.,,8,1,13%,Technology,Florida,JACKSONVILLE
WebMD Health Corp.,,10,1,10%,Technology,New York,NEW YORK
WEBSTER FINANCIAL CORP,,10,3,30%,,,WATERBURY
WEC ENERGY GROUP INC.,,13,3,23%,Utilities,Wisconsin,MILWAUKEE
WEIGHT WATCHERS INTERNATIONAL INC,,10,2,20%,Consumer Cyclical,New York,NEW YORK
WEINGARTEN REALTY INVESTORS /TX/,,9,1,11%,,,HOUSTON
WEIS MARKETS INC,,5,0,0%,Consumer Defensive,Pennsylvania,SUNBURY
Welbilt Inc.,,7,2,29%,,,NEW PORT RICHEY
WELLCARE HEALTH PLANS INC.,,9,1,11%,Healthcare,Florida,TAMPA
WELLS FARGO AND COMPANY,,16,5,31%,Financial Services,California,SAN FRANCISCO
WELLTOWER INC.,,10,2,20%,Real Estate,Ohio,TOLEDO
Wendy's Co,,11,1,9%,Consumer Cyclical,Ohio,DUBLIN
WERNER ENTERPRISES INC,,8,1,13%,Industrials,Nebraska,OMAHA
WESBANCO INC,,17,4,24%,,,WHEELING
Wesco Aircraft Holdings Inc,,11,1,9%,Industrials,California,VALENCIA
WESCO INTERNATIONAL INC,,8,2,25%,Industrials,Pennsylvania,PITTSBURGH
WEST BANCORPORATION INC,,13,3,23%,,,WEST DES MOINES
WEST CORP,,10,3,30%,Communication Services,Nebraska,OMAHA
WEST MARINE INC,,8,3,38%,Consumer Cyclical,California,WATSONVILLE
WEST PHARMACEUTICAL SERVICES INC,,10,2,20%,,,EXTON
WESTAMERICA BANCORPORATION,,9,2,22%,Financial Services,California,SAN RAFAEL
WESTAR ENERGY INC /KS,,9,2,22%,Utilities,Kansas,TOPEKA
WESTERN ALLIANCE BANCORPORATION,,14,1,7%,,,PHOENIX
Western and Southern Financial Group Inc.,,10,2,20%,Financial Services,Ohio,Cincinnati
Western Asset Mortgage Capital Corp,,6,1,17%,Real Estate,California,PASADENA
WESTERN DIGITAL CORP,,9,2,22%,Technology,California,IRVINE
Western New England Bancorp Inc.,,14,3,21%,,,WESTFIELD
Western Refining Inc.,,8,0,0%,Energy,Texas,El Paso
Western Union CO,,10,2,20%,Financial Services,Colorado,ENGLEWOOD
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,,12,1,8%,Industrials,Pennsylvania,WILMERDING
WESTLAKE CHEMICAL CORP,,8,1,13%,Basic Materials,Texas,HOUSTON
WESTMORELAND COAL Co,,10,1,10%,,,ENGLEWOOD
WestRock Co,,12,2,17%,Consumer Cyclical,Virginia,RICHMOND
WESTWOOD HOLDINGS GROUP INC,,8,2,25%,,,DALLAS
WEX Inc.,,10,2,20%,,,SOUTH PORTLAND
WEYCO GROUP INC,,7,1,14%,,,MILWAUKEE
WEYERHAEUSER CO,,11,3,27%,Basic Materials,Washington,SEATTLE
WGL HOLDINGS INC,,9,4,44%,Utilities,District of Columbia,WASHINGTON
WHIRLPOOL CORP /DE/,,13,2,15%,Technology,Michigan,BENTON HARBOR
WHITE MOUNTAINS INSURANCE GROUP LTD,,7,1,14%,Financial Services,New Hampshire,HANOVER
Whitestone REIT,,5,0,0%,,,HOUSTON
WHITING PETROLEUM CORP,,7,1,14%,Energy,Colorado,DENVER
WILDHORSE RESOURCE DEVELOPMENT CORP,,8,0,0%,,,HOUSTON
WILEY JOHN & SONS INC.,,11,3,27%,,,HOBOKEN
Willbros Group Inc.\NEW\,,7,0,0%,Energy,Texas,HOUSTON
Willdan Group Inc.,,9,0,0%,,,ANAHEIM
WILLIAM LYON HOMES,,8,1,13%,Consumer Cyclical,California,NEWPORT BEACH
WILLIAMS COMPANIES INC,,11,2,18%,Energy,Oklahoma,TULSA
WILLIAMS SONOMA INC,,9,5,56%,Consumer Cyclical,California,SAN FRANCISCO
WILLIS LEASE FINANCE CORP,,5,0,0%,,,NOVATO
WILLIS TOWERS WATSON PLC,,11,3,27%,,,LONDON
Wilshire Bancorp Inc.,,8,1,13%,Financial Services,California,Los Angeles
WINDSTREAM HOLDINGS INC.,,12,3,25%,Communication Services,Arkansas,LITTLE ROCK
Wingstop Inc.,,6,1,17%,,,DALLAS
WINMARK CORP,,8,1,13%,,,MINNEAPOLIS
WINNEBAGO INDUSTRIES INC,,7,1,14%,,,FOREST CITY
WINTRUST FINANCIAL CORP,,12,3,25%,,,ROSEMONT
WisdomTree Investments Inc.,,8,0,0%,,,NEW YORK
